(-0.127061,0.579134)
(-0.125665,0.594942)
(-0.124013,0.610796)
(-0.122103,0.626691)
(-0.119934,0.642621)
(-0.117504,0.658582)
(-0.114812,0.674567)
(-0.111855,0.690572)
(-0.108634,0.706589)
(-0.105146,0.722615)
(-0.101392,0.738642)
(-0.0973712,0.754666)
(-0.0930825,0.77068)
(-0.088526,0.786679)
(-0.0837018,0.802656)
(-0.0786101,0.818606)
(-0.0732514,0.834524)
(-0.0676263,0.850403)
(-0.0617357,0.866238)
(-0.0555804,0.882023)
(-0.0491617,0.897752)
(-0.042481,0.913421)
(-0.0355399,0.929022)
(-0.02834,0.944552)
(-0.0208832,0.960005)
(-0.0131717,0.975375)
(-0.00520768,0.990657)
(0.00300655,1.00585)
(0.0114684,1.02094)
(0.0201753,1.03593)
(0.0291244,1.05081)
(0.0383128,1.06559)
(0.0477375,1.08024)
(0.0573953,1.09478)
(0.067283,1.10919)
(0.0773974,1.12348)
(0.0877349,1.13763)
(0.0982923,1.15165)
(0.109066,1.16553)
(0.120052,1.17927)
(0.131247,1.19287)
(0.142648,1.20632)
(0.154251,1.21962)
(0.166051,1.23276)
(0.178046,1.24575)
(0.190232,1.25859)
(0.202605,1.27126)
(0.215162,1.28377)
(0.227898,1.29612)
(0.240811,1.30831)
(0.253897,1.32033)
(0.267152,1.33218)
(0.280573,1.34386)
(0.294157,1.35538)
(0.307901,1.36672)
(0.321801,1.37789)
(0.335855,1.38889)
(0.350059,1.39972)
(0.36441,1.41037)
(0.378907,1.42085)
(0.393545,1.43115)
(0.408324,1.44128)
(0.42324,1.45124)
(0.438291,1.46101)
(0.453474,1.47062)
(0.468789,1.48004)
(0.484232,1.48929)
(0.499802,1.49836)
(0.515498,1.50726)
(0.531317,1.51598)
(0.547258,1.52452)
(0.563319,1.53288)
(0.5795,1.54107)
(0.5958,1.54907)
(0.612216,1.5569)
(0.628748,1.56455)
(0.645395,1.57201)
(0.662156,1.5793)
(0.679031,1.5864)
(0.696018,1.59332)
(0.713117,1.60006)
(0.730326,1.60662)
(0.747647,1.61298)
(0.765077,1.61916)
(0.782616,1.62515)
(0.800264,1.63096)
(0.818019,1.63657)
(0.835882,1.64198)
(0.853852,1.6472)
(0.871928,1.65223)
(0.890109,1.65705)
(0.908395,1.66167)
(0.926784,1.66609)
(0.945276,1.67031)
(0.963869,1.67431)
(0.982564,1.6781)
(1.00136,1.68168)
(1.02025,1.68504)
(1.03924,1.68818)
(1.05832,1.69109)
(1.0775,1.69378)
(1.09677,1.69624)
(1.11613,1.69847)
(1.13557,1.70046)
(1.15511,1.70221)
(1.17472,1.70372)
(1.19442,1.70498)
(1.21419,1.706)
(1.23404,1.70676)
(1.25395,1.70726)
(1.27394,1.7075)
(1.29399,1.70749)
(1.3141,1.7072)
(1.33427,1.70664)
(1.35449,1.70581)
(1.37476,1.70471)
